GeneID	GeneName	blastula 128-cell	blastula1k-cell	blastuladome	cleavage2-cell	gastrula50-epiboly	gastrula75-epiboly	gastrulashield	hatchinglong-pec	larvalday4	larvalday5	larvalprotrudingmouth	pharyngulaprim-15	pharyngulaprim-25	pharyngulaprim-5	segmentation1-4somites	segmentation14-19somites	segmentation20-25somites	zygote
ENSDARG00000096767	si:ch211-250m6.8	0	0	0	0	0.9	0.8	0.7	0	0	0	0	0	0	0	1	0	0	0
ENSDARG00000096770	si:ch73-21k16.6	0	0	0	0	0.3	0.9	0.4	18	15	13	21	16	16	15	2	5	14	0
ENSDARG00000096772	si:ch211-221e5.1	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0
ENSDARG00000096774	si:ch211-157l15.4	2	3	1	0.6	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0.7
ENSDARG00000096777	si:ch73-81k8.2	0	0	0	0	0	0.4	0	0.4	0.5	0	0.4	0.5	0.4	1	1	0.8	0.8	0
ENSDARG00000096778	si:dkey-14a7.6	0	0	8	0	9	3	5	0	0	0	0	0	0	0	1	0	0	0
ENSDARG00000096781	si:dkeyp-92c5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSDARG00000096784	si:ch73-123f19.1	0	0	0	0	0	0	0	0	2	2	0.9	0	0	0	0	0	0	0
ENSDARG00000096786	si:ch211-28p3.3	0	0	0	0	0	0	0	2	2	1	2	0	0	0	0	0	0	0
ENSDARG00000096789	si:ch211-169j21.4	3	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSDARG00000096791	si:ch73-344o19.1	0	0	0	0	0	0	0	0.9	3	4	3	0.8	0.8	0.9	0	0	0.3	0
ENSDARG00000096792	si:dkey-66i24.10	0	0	0	0	0	0	0	0.1	0.7	0.6	0.5	0.4	0	0	0.2	0.1	0.2	0
ENSDARG00000096794	si:ch211-10j20.7	0	0	0.8	0	3	1	2	0	0	0	0	0	0	0	0.4	0.4	0	0
ENSDARG00000096795	si:dkey-20j3.4	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096797	si:ch73-127m5.2	18	14	13	22	5	7	5	9	6	5	8	10	13	10	17	16	16	16
ENSDARG00000096799	si:dkey-14i9.1	2	4	3	0.8	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0.4
ENSDARG00000096800	si:ch211-277e21.1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096804	si:dkey-219e21.4	0	0	0	0	0	0	0	1	0.7	0.8	0.3	1	0.7	0.7	0	0	0	0
ENSDARG00000096806	si:ch211-10j20.8	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096808	si:dkey-287g12.6	12	22	21	8	18	6	8	4	6	3	6	5	6	3	7	6	7	4
ENSDARG00000096809	si:ch211-168b3.2	0	0	0	0	0	0	0	0.1	2	3	0.6	0.2	0.2	0.2	0.1	0	0	0
ENSDARG00000096810	si:ch211-63o20.10	0	0	0	0	0	2	0	0	0.8	0	0.9	0.4	0	1	2	0	0	0
ENSDARG00000096815	si:dkeyp-59c12.2	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096817	si:dkey-96j22.4	2	3	4	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096818	zgc:136683	0	0	0.3	0	1	2	1	2	2	3	2	2	2	2	3	5	3	0
ENSDARG00000096819	si:dkey-48o4.1	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096826	si:ch211-278n20.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSDARG00000096828	si:ch73-144d13.7	0	0.6	0.7	0	2	3	1	1	0.8	0.8	0.3	1	1	1	2	1	1	0
ENSDARG00000096829	blvrb	19	19	24	24	17	8	11	19	9	9	10	30	14	23	2	2	7	8
ENSDARG00000096830	mhc1lja	0	0	0	0	0	0	0	0.4	0.5	0	0.4	0.4	0	0.3	0	0	0	0
ENSDARG00000096832	si:dkey-183k8.1	0	0	7	0	8	4	5	0	0	0	0	0.9	0.8	1	2	1	2	0
ENSDARG00000096834	si:ch211-155k24.9	0	0	2	0	2	2	2	2	1	1	1	2	2	2	3	3	3	0
ENSDARG00000096835	si:ch211-157b11.6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSDARG00000096842	si:ch73-1m18.2	3	2	2	1	3	1	1	0	0	0	0	0	0	0	0	0	0	1
ENSDARG00000096843	zgc:193593	0	0	0	0	0	0	0	0	9	15	3	0	0	0	0	0	0	0
ENSDARG00000096844	si:dkey-59k9.5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096845	si:dkey-148c4.3	0	0	0.8	0	0	0	0	2	3	2	2	0	2	2	2	0	2	0
ENSDARG00000096849	si:dkey-16p21.8	32	49	55	83	57	26	40	222	174	125	242	111	121	57	14	24	28	104
ENSDARG00000096850	si:dkey-82f1.1	0	0	0	0	0	0	0	4	3	3	4	8	6	10	7	6	8	0
ENSDARG00000096851	znf1143	13	17	8	2	7	9	6	2	1	2	3	3	4	3	6	5	6	0.8
ENSDARG00000096853	si:dkey-103g5.7	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4
ENSDARG00000096855	si:ch73-211c7.2	0	0	0	0	0	0.3	0.5	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096856	si:dkey-7i4.9	2	2	3	0.9	6	7	6	1	2	2	2	2	2	3	5	3	4	0
ENSDARG00000096857	si:ch73-126m5.4	0	0	0	0	0	1	0	7	9	9	8	6	3	6	2	2	3	0
ENSDARG00000096859	si:ch211-286b4.4	0	0	0	0	0	0	0	0	0.3	0.4	0	0	0	0	0	0	0	0
ENSDARG00000096861	si:dkey-234i14.20	0	0	2	0	2	0.6	0.6	0	0	0	0	0	0	0	0.7	0.3	0.5	0
ENSDARG00000096862	si:ch211-195b15.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSDARG00000096865	si:ch211-11c3.1	0.7	1	0.7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7
ENSDARG00000096867	clmn	1	2	1	0.4	0.8	1	0.6	1	2	2	2	2	1	2	3	2	2	0
ENSDARG00000096869	si:dkey-69p21.1	3	5	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.6
ENSDARG00000096872	inpp5kb	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096874	tmem176l.3b	0.2	0	0.3	0	0.3	0.4	0.1	5	9	8	7	1	1	0.5	0.5	0.3	0.4	0
ENSDARG00000096876	si:dkey-61o18.2	1	1	1	1	3	4	5	1	0	0	0	1	3	1	3	4	2	0
ENSDARG00000096877	cab39	24	29	41	17	45	35	39	10	8	10	10	11	13	11	25	21	20	18
ENSDARG00000096878	si:dkey-154p10.5	0.7	1	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096879	si:ch73-280b7.3	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096884	si:dkey-60i9.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096887	si:ch211-220p4.1	0	0.1	0	0	0	0	0	3	3	3	3	3	2	3	0.9	1	2	0
ENSDARG00000096888	serpinb1l4	0	0	0.5	0	2	3	4	0	4	4	0.6	0	0	0	0.5	0.5	0.5	0
ENSDARG00000096889	si:ch211-173b16.4	0	0	0	0	0	0	0	7	15	15	11	2	5	1	0	0	0	0
ENSDARG00000096894	si:ch1073-127a7.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096896	si:ch211-222f23.7	0	0	0	0	0	0	0	2	2	2	2	2	3	2	0	0.1	1	0
ENSDARG00000096897	si:dkey-90a13.10	0	0	0	0	0	2	1	0	0	0	0	3	0	2	6	4	5	0
ENSDARG00000096899	si:ch73-166c6.1	0	0	0	0	0	0.7	0	0.8	0.4	0.5	0.4	0.4	0.9	0.1	0.3	0.4	0.3	0
ENSDARG00000096901	si:dkey-7i4.11	2	3	4	0.8	8	8	8	2	1	1	2	2	2	3	5	4	3	0
ENSDARG00000096902	si:ch211-180n24.3	0	0	0	0	0	0	0	0.3	0.7	0	0	0	0.7	0	0	0	0	0
ENSDARG00000096903	si:ch211-170n20.4	0	0	1	0	0	0.6	0.5	0	0	0	0	0	0	0	0	0.5	0	0
ENSDARG00000096904	si:dkeyp-100a5.4	0	0	0	0.4	0.4	0	0	0	0.5	0.5	0	0	0.2	0.3	0.4	0.8	0.7	0
ENSDARG00000096905	si:ch73-23l24.1	0	0	0	0	0	0	0	139	49	37	77	141	126	127	0	11	76	0
ENSDARG00000096906	si:dkey-7i4.24	0	0	0	0	0.5	1	0.6	0	0	0	0	0	0	0	1	0	0.4	0
ENSDARG00000096908	si:ch73-185c24.2	0	0	0	0	0	0	0	1	13	12	5	1	0.7	2	0	0	0	0
ENSDARG00000096913	si:ch211-241d24.1	0	0	0.8	0	0	0	0.7	0.9	0.4	1	0.9	0	0.8	0	0	0	0	0
ENSDARG00000096917	si:ch211-227m13.1	0	0	0	0	0	0	0	1	1	0.9	1	1	0.7	0.6	0	0.1	0.7	0
ENSDARG00000096919	si:dkey-245m3.3	0	0	2	0	3	2	2	1	1	1	0.6	0.6	0.6	0.8	2	0.8	1	0
ENSDARG00000096920	si:zfos-375h5.1	0	0	0	0	0	0	0	1	3	3	1	0.3	0.9	0	0	0	0	0
ENSDARG00000096922	si:ch211-147k10.6	0	0	0.6	0	0.5	0	0.2	0.5	4	4	4	0.1	0.4	0	0	0	0	0
ENSDARG00000096925	si:dkey-49o11.2	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096926	si:dkey-117j14.8	1	3	2	0.7	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0.6
ENSDARG00000096927	si:ch211-210b2.3	0	0	0.2	0	0.2	0.1	0.2	0	0	0	0	0	0	0	0.2	0	0	0
ENSDARG00000096928	si:ch211-247l8.9	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096929	ical1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096932	si:ch211-37e10.2	0	0	0	0	0.3	0	0.4	2	2	1	3	2	2	2	0.5	1	2	0
ENSDARG00000096933	si:ch211-135n15.2	0	0	0	0	0	2	0	1	1	1	0.6	2	0.6	1	2	2	2	0
ENSDARG00000096934	si:dkey-15k16.3	0.7	1	0.5	2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.5
ENSDARG00000096936	si:dkey-192l18.12	0	0.6	0	0.3	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0
ENSDARG00000096939	id1	0.4	1	0.9	0	1	0.5	0.9	0	0	0	0	0.5	0.5	0.3	0.5	0.8	0.4	0
ENSDARG00000096941	si:dkey-77f5.8	0.7	2	5	0	5	6	6	2	2	2	2	3	3	3	4	4	4	0
ENSDARG00000096942	grm7p	0	0	0	0	0	0	0	0	5	4	3	0	0	0	0	0	0	0
ENSDARG00000096948	im:7143333	0.6	1	7	0	12	10	12	3	2	2	2	3	3	4	6	6	5	0
ENSDARG00000096949	si:dkey-197j19.5	0.4	0.6	0.4	0	0	0	0	0	0.2	0	0	0.2	0	0	0	0	0.4	0
ENSDARG00000096950	si:ch211-116o3.6	0	0	0	0	2	1	0.6	2	0.7	0	1	2	1	1	1	1	0.6	0
ENSDARG00000096951	si:dkey-193b18.1	0	0	0	0	0	0	0	0.6	0.1	0.3	0.1	0.9	1	0.5	0	0	0.2	0
ENSDARG00000096954	si:dkeyp-67f1.1	14	10	2	28	0.5	0.5	0.5	2	2	3	2	2	1	1	0.6	1	1	26
ENSDARG00000096956	hoxc10a	0	0	0	0	0	0.6	0	0.3	0.3	0.2	0.2	0.4	0	0.7	4	4	2	0
ENSDARG00000096959	si:dkey-29h14.10	9	2	4	2	3	0.9	3	0	0.3	0.5	0	0	0	0	0	0	0	0.8
ENSDARG00000096961	si:dkeyp-47f9.4	4	6	1	2	0	0.2	0.4	1	3	4	2	1	1	1	0.6	1	0.8	0.9
ENSDARG00000096962	si:ch211-225o7.1	54	58	26	12	16	14	17	3	3	2	3	3	5	3	4	5	4	7
ENSDARG00000096964	si:dkey-30k6.7	1	1	1	0.4	0.2	0.4	0.4	0	0	0.5	0	0.2	0	0.5	0.9	0.9	0.7	0.4
ENSDARG00000096970	si:ch211-137i24.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0
ENSDARG00000096971	si:dkey-206p8.1	9	11	6	2	2	0	0.6	0.8	2	2	2	0	0	0.3	0	0	0	0.8
ENSDARG00000096972	jmjd4	0	0	0	0	0	0.5	0.1	1	2	1	2	1	0.8	1	0.5	0.8	0.9	0
ENSDARG00000096978	si:ch1073-147e4.1	0	0	0.6	0	3	2	3	0.7	0.3	0	0.2	0.5	0.4	0.5	2	2	2	0
ENSDARG00000096979	NPC2 (1 of many)	0	0	0	0	0	0	0	4	3	0	6	2	0	1	0	0	0	0
ENSDARG00000096983	si:dkeyp-19h3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4
ENSDARG00000096986	si:dkey-14d8.22	0	0	0	0	0	0	0.5	0	1	1	0	1	1	0.5	1	2	2	0
ENSDARG00000096988	cishb	0	0	0.2	0	0.2	0.6	0.3	0.9	1	2	0.9	0.9	1	1	1	0.7	1	0
ENSDARG00000096989	fam110c	0	0	0.1	0	0.1	0.1	0.1	0.5	0.9	0.5	0.6	0.3	0.2	0.3	0.1	0.3	0.3	0
ENSDARG00000096990	si:ch1073-340i21.2	7	6	4	2	21	22	20	5	8	6	7	9	4	7	14	11	5	1
ENSDARG00000096991	si:ch211-203d7.1	0.3	0.3	0	0.3	0	0	0	3	3	3	3	0.4	2	0.1	0	0	0	0
ENSDARG00000096992	zgc:153405	0	1	4	0	4	3	3	0	0	0	0	0	2	1	8	6	5	0
ENSDARG00000096994	si:dkey-31n5.2	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000096995	fbxl22	0	0.5	0	0.7	0	0	0	3	4	2	3	4	3	8	2	7	14	0.6
ENSDARG00000096996	si:dkey-117j14.7	0.3	0.2	0	0.7	0	0.6	0.3	0.7	1	0.8	1	0	0.7	0	0.6	0	0	0
ENSDARG00000096997	si:dkey-53i3.1	0	0	0	0	0	0	0	6	4	3	6	6	8	4	0	0	0.8	0
ENSDARG00000096998	si:dkeyp-34b8.1	1	1	0.7	1	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097000	si:ch211-66i8.3	0	0	0	0	1	4	0.8	0.9	0.9	0	0.9	2	1	2	7	3	3	0
ENSDARG00000097001	si:ch73-233c7.1	0	0	0	0	1	3	2	1	1	0	1	2	2	3	3	6	3	0
ENSDARG00000097006	si:dkey-54h16.1	0	0	0.5	0	7	10	8	8	8	6	6	8	5	7	7	7	9	0
ENSDARG00000097008	opn1mw1	0	0	0	0	0	0	0.3	0	656	531	455	0.3	0	0	0	0	0	0
ENSDARG00000097013	zgc:194282	0	0	4	0	2	0.5	1	1	0.8	0.6	1	0.5	0.6	0	1	0.5	0.2	0
ENSDARG00000097017	mical3a	0.1	0.1	0.1	0	0	0	0	0.1	0.1	0	0.1	0	0	0	0	0	0	0
ENSDARG00000097018	si:dkey-29g22.2	0	0.4	0	0	0	0.4	0.2	0.5	0.5	0.5	0.9	0.7	0.6	2	2	2	2	0
ENSDARG00000097019	dhrs13b	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0
ENSDARG00000097020	si:dkey-261m9.8	2	0	0	0	2	2	0.8	0	0	0	0	0	0	0	2	2	2	0
ENSDARG00000097023	si:dkey-234l24.10	0	0.8	26	0	15	2	2	0	0	0	0	0	0	0	2	0	0	0
ENSDARG00000097024	ugt1b4	0	0	0	0	0.5	0	0.4	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097025	si:ch211-123o7.6	0.6	0.6	0.8	0.7	0.9	0.3	0.5	0	0	0	0	0.1	0.2	0.1	0.6	0.5	0.3	0.3
ENSDARG00000097026	si:dkey-16m19.1	2	1	0.4	0	0	0	0	2	3	3	3	1	0.9	2	0	0.2	0.6	0
ENSDARG00000097027	si:ch211-120j21.2	0.5	0.8	0.6	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097032	si:ch211-256a21.4	0	0	0	0	0	0	0	0.6	0.6	1	1	0.6	0.6	0.4	0	0	0	0
ENSDARG00000097033	si:ch73-341k19.4	0	0	0	0	0	0	0	0	0.9	1	0.4	0	0	0	0	0	0	0
ENSDARG00000097039	si:dkey-199l17.8	0	0	0	0	2	4	1	11	8	8	8	10	8	10	8	11	10	0
ENSDARG00000097040	si:dkey-146l2.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097042	si:dkey-199l17.5	0	0	0.2	0	0.3	0.5	0.4	0.1	0.2	0.2	0	0.2	0.1	0.2	0.3	0.7	0.3	0
ENSDARG00000097044	si:dkey-14d8.24	0.8	0.8	0.9	0	1	1	0.4	1	1	2	0.9	1	1	2	2	3	2	0
ENSDARG00000097046	tbx1	0	0.3	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097048	si:ch73-162j3.5	12	10	15	28	19	11	13	19	12	10	14	26	34	24	27	30	31	16
ENSDARG00000097054	si:ch73-65n21.2	0	0	0	0	2	0.9	2	0.4	0	0	0.8	2	5	2	0	0	0	0
ENSDARG00000097055	si:ch211-284f22.3	0.2	0.6	0.7	0.2	2	5	2	10	6	7	8	7	9	6	9	10	8	0
ENSDARG00000097057	fxyd6l	30	56	52	20	57	31	40	116	104	80	127	105	104	107	70	100	116	19
ENSDARG00000097059	si:dkey-159n16.4	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097060	si:ch211-207n23.3	0	0	0	0	0	0.3	0	0	0	0	0.2	0	0	0.4	0.5	0.5	0.3	0
ENSDARG00000097061	si:dkey-161j23.9	0	0	0	0	0	0	0	0	0.5	1	0.4	0	0	0	0	0	0	0
ENSDARG00000097063	sparcl2	0	0	0	0	0	0	0	0	0.7	0.8	0.6	0	0	0	0	0	0	0
ENSDARG00000097064	si:dkey-199l17.4	0	0	0	0	0	0.5	0.2	0	0	0	0	0	0	0	0	0.4	0	0
ENSDARG00000097066	si:dkey-19d21.1	0	0	0	0	0	0	0	1	3	2	1	0.6	1	1	0	0	0	0
ENSDARG00000097071	PIFO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.3	0
ENSDARG00000097072	si:ch211-229g11.6	0	0	0	0	0	0	0	8	4	5	6	5	11	5	0.8	5	7	0
ENSDARG00000097074	si:dkey-19d21.3	0	0	0	0	0	0	0	2	4	5	4	2	3	1	0	0	0.7	0
ENSDARG00000097075	si:ch73-322f21.2	0	0	2	0	3	0	2	0	0	0	0	0	0	0	2	0	0	0
ENSDARG00000097076	si:ch211-162h21.1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097077	si:ch211-237h22.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097080	si:ch73-181m17.1	0	0	0	0	0	0	0	0	0.3	0	0.1	0	0	0	0	0	0	0
ENSDARG00000097082	im:7152348	0	0	0.5	0	2	0.6	2	15	4	5	5	11	19	6	1	4	6	0
ENSDARG00000097085	si:ch211-261a10.5	1	0.5	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4
ENSDARG00000097086	si:dkey-172k15.4	5	7	3	1	3	3	3	1	1	1	1	1	2	2	3	2	2	0.4
ENSDARG00000097088	si:dkey-60d5.3	0.5	0.8	1	0.5	3	10	6	1	0.9	1	2	1	1	1	3	3	1	0.8
ENSDARG00000097094	si:ch211-13k20.2	0	0	0.6	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097096	si:dkey-81j5.4	14	16	6	7	4	2	2	0	0	0	0	0	0	0	0	0	0	2
ENSDARG00000097097	myo18ab	0	0	0	0	0	0	0	0	0	0	0	0.7	0.6	1	0	0	0	0
ENSDARG00000097098	si:zfos-44a5.1	0	2	125	0	54	17	36	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097102	si:ch73-281n10.2	310	350	641	176	1188	1635	1350	470	216	163	299	798	738	868	1803	1713	1339	171
ENSDARG00000097103	zgc:165555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSDARG00000097106	si:dkey-245m3.2	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0
ENSDARG00000097108	si:dkey-265j8.3	0	0	0.3	0	0.6	0.6	0.7	0	0	0	0.3	0	0	0	0.2	0.3	0.1	0
ENSDARG00000097110	si:dkey-56f14.4	0	0	0	0	0	0	0	6	14	15	16	2	4	0.3	0	0	0.3	0
ENSDARG00000097111	si:ch211-213i6.1	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.8	0.2	0	0
ENSDARG00000097114	si:dkey-259g19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.4	0.4	0
ENSDARG00000097118	si:dkey-33c14.3	0	0	0	0	0	1	0	14	200	159	137	2	3	0	4	0.7	0	0
ENSDARG00000097119	si:ch211-194i10.6	0	0	0.7	0	2	0.4	1	0.8	2	2	2	0.8	0.9	0	0.8	1	0.8	0
ENSDARG00000097120	si:ch211-199d18.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097122	si:ch211-194e18.1	0	0	6	0	8	4	6	0	0	0	0	0.8	0	0.9	1	1	1	0
ENSDARG00000097123	si:ch73-70c5.2	0	0	0.3	0	2	0.7	2	0.4	1	0.4	0.7	0.4	0.1	0	0	0	0	0
ENSDARG00000097127	si:dkey-172k15.3	7	8	4	4	5	4	6	2	1	1	1	2	1	2	2	4	4	7
ENSDARG00000097133	si:dkey-24g18.4	0	0.4	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097134	si:dkey-7i4.7	1	1	4	0	9	16	14	5	3	4	3	5	5	6	8	8	7	0
ENSDARG00000097135	si:ch211-63i2.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000097137	si:dkeyp-116a7.2	0	0	0	0	0.6	0.7	1	7	22	19	17	3	3	3	0	7	2	0
ENSDARG00000097145	si:ch73-248e17.1	0	2	0	0	3	3	0	1	1	0	1	4	3	3	3	3	3	0
ENSDARG00000097150	si:dkey-81p22.14	0	0	0	0	0	0.4	0	0.1	0	0.3	0.2	0.2	0	1	9	8	3	0
ENSDARG00000097152	si:dkey-7i4.10	0	0.9	0.9	0	2	2	1	0	0.4	0	0	1	0	1	1	0.8	0.9	0
ENSDARG00000097153	si:dkey-77j9.2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSDARG00000097155	GDPGP1	18	21	10	8	5	7	4	0.9	0.4	0.2	0.9	0.7	0.9	1	4	3	2	3
ENSDARG00000097156	si:dkey-238d18.14	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097157	si:ch211-207n23.2	0	0	0	0	0	0	0	1	16	9	7	0.6	0.7	0	0	0	0	0
ENSDARG00000097158	si:dkeyp-2g11.2	0	0	4	0	9	8	16	1	1	0	0.9	1	1	2	1	1	2	0
ENSDARG00000097160	si:ch211-121j5.4	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0
ENSDARG00000097162	si:ch73-196b9.5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSDARG00000097164	si:ch211-269k10.6	5	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097166	si:ch211-232p21.7	1	0.9	1	2	0	0	1	0	0	0	0	0	0	0	0.5	0	1	0.5
ENSDARG00000097168	si:dkey-228a15.6	0	0	0	0	0	0	0	0	0.9	1	0	0.4	0	0	0	0	0	0
ENSDARG00000097169	si:ch73-330k17.3	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0
ENSDARG00000097170	pcdh1a4	0	0	0	0	0	0	0	0.1	0.3	0.3	0.2	0	0.2	0	0	0	0	0
ENSDARG00000097172	si:dkey-7i4.12	0	1	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097176	si:dkey-16m19.1	1	2	1	0	0	0	0	3	5	6	3	4	3	2	0	2	2	0
ENSDARG00000097178	si:ch211-286h12.6	0	0	0	0	0	0	0	1	1	2	1	1	1	0	0	0	0	0
ENSDARG00000097180	si:dkey-7i4.21	0.3	1	6	0	9	8	9	2	2	2	2	2	3	3	4	3	3	0
ENSDARG00000097184	si:dkey-225n22.7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097187	si:ch211-153l6.6	0	0	0	0	0	0	0	0.3	3	4	3	0	0.1	0	0	0.2	0	0
ENSDARG00000097189	si:ch1073-235i16.2	1	0.7	0.7	0	0.3	0	0	2	1	1	0.8	3	2	4	2	3	3	0
ENSDARG00000097190	si:dkey-27o4.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097191	si:ch211-235i11.7	0.5	1	1	0.1	4	4	3	3	3	3	3	3	3	2	3	4	3	0
ENSDARG00000097192	si:ch73-59c19.2	0	0	0	0	0	0	0	0.9	2	3	1	1	1	0.8	0.6	0.8	0.7	0
ENSDARG00000097193	si:dkey-28n18.9	0	0	0.5	0	0.8	0.5	0	4	11	7	7	5	4	2	0.5	0	0.5	0
ENSDARG00000097195	si:dkey-202b22.7	1	3	0.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9
ENSDARG00000097196	si:ch211-145n14.3	0	0	0	0	0.8	0.5	1	6	24	26	24	1	2	0.1	0	0	0	0
ENSDARG00000097197	si:ch211-129i21.3	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
ENSDARG00000097203	si:ch211-176l24.4	0	0	0.2	0.4	0	0.5	0	0.5	0.5	0.5	0	0.7	0.5	1	4	2	2	0.4
ENSDARG00000097205	ulk2	0.3	0.3	0.1	0.2	0.3	0.3	0.4	6	18	26	14	3	4	2	1	1	2	0.1
ENSDARG00000097207	si:ch211-208g12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.1	0	0.2	0
ENSDARG00000097208	ALKBH3 (1 of many)	0	0	0	0	0.4	0	0.3	1	6	8	6	0.5	0.8	0	0	0.3	0.2	0
ENSDARG00000097209	cox8b	0	0	0	0	0	0	0	8	53	52	29	1	5	0	0	0	0	0
ENSDARG00000097211	si:ch211-248g18.6	0	0	1	0	6	16	5	16	7	6	5	10	9	4	17	4	5	0
ENSDARG00000097212	si:dkey-24p1.6	61	43	11	32	2	0	0.8	0	0	0	0	0	0	0	0	0	0	77
ENSDARG00000097214	si:ch211-214o13.1	0	0	0.5	0	0.6	0.6	0.8	0	0	0	0	0	0	0	0.6	0	0	0.6
ENSDARG00000097215	si:dkey-172k15.7	0.8	0.4	2	0	5	4	4	2	1	3	1	2	2	1	4	2	2	0
ENSDARG00000097217	si:dkey-229e3.2	11	14	7	5	2	4	2	1	2	2	3	1	0.7	2	1	0.7	0.7	5
ENSDARG00000097219	si:ch211-214o2.3	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
